loan_id,Name,Gender,Marital_Status,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,total_assets,loan_income_ratio,loan_asset_ratio,income_category,cibil_category,risk_level,eligibility_status
631,Kimberley A. Anderson,Female,Married,1,Not Graduate,Yes,9000000,29900000,2,668,22100000,7200000,24400000,4700000,Approved,58400000,3.32,0.51,Very High,Good,Medium Risk,Eligible
632,Linda Wilson,Female,Married,2,Not Graduate,No,8900000,29200000,8,608,10800000,5200000,33500000,11700000,Approved,61200000,3.28,0.48,Very High,Fair,Medium Risk,Eligible
633,William Z. Jackson,Male,Single,5,Not Graduate,No,6500000,13800000,10,342,15300000,2300000,14400000,7300000,Rejected,39300000,2.12,0.35,High,Poor,Medium Risk,Not Eligible
634,Sandra Rodriguez,Female,Married,4,Not Graduate,Yes,8100000,18000000,8,817,1400000,7800000,16900000,10800000,Approved,36900000,2.22,0.49,Very High,Excellent,Low Risk,Eligible
635,Patricia Garcia,Female,Single,1,Not Graduate,No,8400000,29900000,16,476,16100000,2400000,32700000,7500000,Rejected,58700000,3.56,0.51,Very High,Poor,Medium Risk,Not Eligible
636,Patricia K. Gonzalez,Female,Married,0,Not Graduate,No,5300000,20000000,6,881,15900000,3700000,19500000,4000000,Approved,43100000,3.77,0.46,High,Excellent,Low Risk,Eligible
637,Steven A. Rodriguez,Male,Single,2,Graduate,No,4100000,15600000,12,838,5500000,4800000,15100000,2700000,Approved,28100000,3.8,0.56,Medium,Excellent,Low Risk,Eligible
638,Karen W. Rodriguez,Female,Married,3,Not Graduate,No,6900000,27400000,4,406,10200000,6500000,23900000,5300000,Approved,45900000,3.97,0.6,High,Poor,Medium Risk,Not Eligible
639,David O. Martinez,Male,Married,1,Graduate,Yes,5200000,19500000,12,778,5200000,4300000,19900000,5800000,Approved,35200000,3.75,0.55,High,Excellent,Low Risk,Eligible
640,Sarah C. Wilson,Female,Single,5,Not Graduate,Yes,2000000,7400000,14,799,3600000,3700000,4300000,1100000,Approved,12700000,3.7,0.58,Low,Excellent,Low Risk,Eligible
641,Mark L. Thomas,Male,Married,3,Graduate,No,4600000,17800000,20,716,12600000,2600000,10800000,4500000,Approved,30500000,3.87,0.58,Medium,Good,Low Risk,Eligible
642,Michael M. Martinez,Male,Single,0,Graduate,Yes,7100000,20100000,16,756,8000000,5000000,17600000,5400000,Approved,36000000,2.83,0.56,High,Excellent,Low Risk,Eligible
643,Richard G. Miller,Male,Married,0,Not Graduate,No,9300000,20100000,10,743,4800000,1800000,21900000,13600000,Approved,42100000,2.16,0.48,Very High,Good,Low Risk,Eligible
644,Robert Anderson,Male,Single,3,Not Graduate,No,5400000,19400000,20,731,13800000,3200000,20000000,4300000,Approved,41300000,3.59,0.47,High,Good,Low Risk,Eligible
645,Charles Q. Lopez,Male,Single,3,Not Graduate,No,4100000,8500000,2,833,12000000,0,16200000,3400000,Approved,31600000,2.07,0.27,Medium,Excellent,Low Risk,Eligible
646,James Davis,Male,Married,4,Not Graduate,No,4900000,11400000,8,470,12000000,7500000,14700000,4800000,Rejected,39000000,2.33,0.29,Medium,Poor,Medium Risk,Not Eligible
647,Steven L. Jackson,Male,Single,5,Graduate,Yes,5400000,21200000,20,734,7300000,1800000,11500000,7500000,Approved,28100000,3.93,0.75,High,Good,Low Risk,Eligible
648,Jennifer Martinez,Female,Single,0,Graduate,No,3000000,9600000,12,620,7900000,0,8600000,3600000,Approved,20100000,3.2,0.48,Medium,Fair,Medium Risk,Eligible
649,Thomas I. Davis,Male,Married,0,Not Graduate,Yes,6800000,14400000,8,812,15200000,4500000,21100000,6400000,Approved,47200000,2.12,0.31,High,Excellent,Low Risk,Eligible
650,James U. Thomas,Male,Single,4,Graduate,Yes,5100000,14000000,12,459,9800000,0,10400000,6800000,Rejected,27000000,2.75,0.52,High,Poor,Medium Risk,Not Eligible
651,Thomas J. Rodriguez,Male,Married,0,Graduate,Yes,9800000,32600000,10,704,7000000,12100000,30000000,4900000,Approved,54000000,3.33,0.6,Very High,Good,Low Risk,Eligible
652,Sandra O. Gonzalez,Female,Single,1,Graduate,Yes,1600000,4100000,6,391,4300000,1400000,5700000,700000,Rejected,12100000,2.56,0.34,Low,Poor,Medium Risk,Not Eligible
653,Karen M. Taylor,Female,Married,4,Graduate,No,8000000,29100000,4,421,3100000,12000000,27000000,8800000,Approved,50900000,3.64,0.57,Very High,Poor,Medium Risk,Not Eligible
654,Paul T. Lopez,Male,Married,5,Graduate,No,2900000,6700000,14,796,3800000,3700000,9700000,4200000,Approved,21400000,2.31,0.31,Medium,Excellent,Low Risk,Eligible
655,Linda Thomas,Female,Widowed,4,Graduate,No,9200000,30300000,10,607,24000000,16600000,29600000,8900000,Approved,79100000,3.29,0.38,Very High,Fair,Medium Risk,Eligible
656,Sarah U. Rodriguez,Female,Single,3,Not Graduate,No,9500000,20400000,14,376,2300000,6600000,25900000,8400000,Rejected,43200000,2.15,0.47,Very High,Poor,Medium Risk,Not Eligible
657,Paul Z. Davis,Male,Divorced,0,Graduate,Yes,3700000,8500000,8,424,1900000,5600000,14800000,4100000,Rejected,26400000,2.3,0.32,Medium,Poor,Medium Risk,Not Eligible
658,Lisa U. Jones,Female,Married,5,Graduate,Yes,7100000,20800000,6,442,2900000,7100000,28200000,7100000,Rejected,45300000,2.93,0.46,High,Poor,Medium Risk,Not Eligible
659,Sarah Wilson,Female,Married,5,Not Graduate,No,5600000,17600000,14,448,6700000,3500000,18900000,6800000,Rejected,35900000,3.14,0.49,High,Poor,Medium Risk,Not Eligible
660,Daniel U. Davis,Male,Married,0,Graduate,Yes,1200000,2700000,2,638,1500000,500000,2700000,1500000,Approved,6200000,2.25,0.44,Low,Fair,Medium Risk,Eligible
661,Kimberley V. Martinez,Female,Divorced,3,Not Graduate,No,1600000,5600000,6,710,3100000,800000,6000000,1600000,Approved,11500000,3.5,0.49,Low,Good,Low Risk,Eligible
662,Christopher Brown,Male,Married,4,Not Graduate,Yes,1600000,4800000,20,641,4200000,1000000,4100000,1400000,Approved,10700000,3.0,0.45,Low,Fair,Medium Risk,Eligible
663,Daniel Williams,Male,Single,2,Not Graduate,No,5300000,20200000,10,348,9200000,9500000,17300000,6100000,Rejected,42100000,3.81,0.48,High,Poor,Medium Risk,Not Eligible
664,Sandra Hernandez,Female,Married,5,Not Graduate,No,9100000,19900000,20,519,9300000,16400000,28900000,10500000,Rejected,65100000,2.19,0.31,Very High,Poor,Medium Risk,Not Eligible
665,Linda Thomas,Female,Married,4,Not Graduate,Yes,9400000,35000000,10,517,10700000,15100000,27500000,6700000,Rejected,60000000,3.72,0.58,Very High,Poor,Medium Risk,Not Eligible
666,Steven V. Miller,Male,Single,3,Not Graduate,No,5900000,22400000,6,375,6500000,10500000,18100000,4800000,Rejected,39900000,3.8,0.56,High,Poor,Medium Risk,Not Eligible
667,Sandra E. Johnson,Female,Single,2,Graduate,Yes,1100000,3400000,10,426,300000,800000,3900000,1400000,Rejected,6400000,3.09,0.53,Low,Poor,Medium Risk,Not Eligible
668,Daniel O. Wilson,Male,Single,4,Graduate,Yes,3100000,11500000,14,785,3200000,3100000,9100000,4200000,Approved,19600000,3.71,0.59,Medium,Excellent,Low Risk,Eligible
669,Michael Thomas,Male,Widowed,4,Not Graduate,No,2200000,8600000,20,373,4100000,1300000,5900000,1400000,Rejected,12700000,3.91,0.68,Low,Poor,Medium Risk,Not Eligible
670,Patricia Smith,Female,Single,1,Graduate,No,6000000,20100000,6,476,13900000,10000000,15200000,5500000,Rejected,44600000,3.35,0.45,High,Poor,Medium Risk,Not Eligible
671,Joshua Garcia,Male,Married,1,Graduate,Yes,2000000,5600000,18,320,2400000,2300000,4600000,2100000,Rejected,11400000,2.8,0.49,Low,Poor,Medium Risk,Not Eligible
672,David Martin,Male,Married,4,Graduate,No,7200000,22900000,18,657,14600000,400000,17400000,8800000,Approved,41200000,3.18,0.56,High,Good,Medium Risk,Eligible
673,Ashley Gonzalez,Female,Married,1,Not Graduate,Yes,500000,1900000,12,868,200000,500000,1800000,300000,Approved,2800000,3.8,0.68,Low,Excellent,Low Risk,Eligible
674,Mary Q. Hernandez,Female,Single,1,Not Graduate,Yes,5800000,13900000,6,345,4000000,9300000,20900000,5500000,Rejected,39700000,2.4,0.35,High,Poor,Medium Risk,Not Eligible
675,Thomas L. Davis,Male,Single,0,Not Graduate,No,200000,300000,6,472,400000,100000,700000,0,Rejected,1200000,1.5,0.25,Low,Poor,Medium Risk,Not Eligible
676,Anthony F. Taylor,Male,Single,4,Not Graduate,Yes,4600000,9500000,20,613,5200000,5900000,13700000,3000000,Approved,27800000,2.07,0.34,Medium,Fair,Medium Risk,Eligible
677,Christopher Martinez,Male,Married,5,Not Graduate,Yes,4600000,12800000,14,769,13100000,8600000,12100000,3500000,Approved,37300000,2.78,0.34,Medium,Excellent,Low Risk,Eligible
678,Sandra Jones,Female,Divorced,1,Graduate,No,6500000,23100000,20,741,11400000,8500000,25700000,7900000,Approved,53500000,3.55,0.43,High,Good,Low Risk,Eligible
679,Susan Z. Garcia,Female,Married,4,Not Graduate,Yes,4400000,16600000,14,889,800000,1400000,14900000,5900000,Approved,23000000,3.77,0.72,Medium,Excellent,Low Risk,Eligible
680,Thomas Jones,Male,Single,0,Not Graduate,Yes,900000,3600000,10,683,1400000,700000,3500000,400000,Approved,6000000,4.0,0.6,Low,Good,Medium Risk,Eligible
681,William Z. Lopez,Male,Single,0,Not Graduate,Yes,3200000,7400000,18,780,4200000,2600000,9000000,2800000,Approved,18600000,2.31,0.4,Medium,Excellent,Low Risk,Eligible
682,Emily Martin,Female,Widowed,3,Graduate,No,600000,1100000,8,538,500000,800000,1400000,300000,Rejected,3000000,1.83,0.37,Low,Poor,Medium Risk,Not Eligible
683,James N. Johnson,Male,Married,1,Not Graduate,No,5200000,12600000,10,721,1100000,8700000,13900000,3600000,Approved,27300000,2.42,0.46,High,Good,Low Risk,Eligible
684,Andrew Rodriguez,Male,Single,3,Not Graduate,Yes,6400000,15200000,14,467,15500000,9100000,18400000,3200000,Rejected,46200000,2.38,0.33,High,Poor,Medium Risk,Not Eligible
685,Christopher V. Wilson,Male,Married,2,Not Graduate,No,1000000,2500000,6,551,1700000,200000,3700000,900000,Approved,6500000,2.5,0.38,Low,Fair,Medium Risk,Eligible
686,Mark T. Brown,Male,Single,2,Not Graduate,No,6800000,14800000,14,803,11300000,3300000,19600000,6600000,Approved,40800000,2.18,0.36,High,Excellent,Low Risk,Eligible
687,William Thomas,Male,Single,0,Graduate,No,3000000,8400000,10,361,7700000,200000,7300000,1800000,Rejected,17000000,2.8,0.49,Medium,Poor,Medium Risk,Not Eligible
688,Kimberley Miller,Female,Married,1,Not Graduate,Yes,8700000,30700000,6,708,20600000,4500000,27600000,9300000,Approved,62000000,3.53,0.5,Very High,Good,Low Risk,Eligible
689,Robert Moore,Male,Single,4,Graduate,Yes,8800000,20900000,18,766,13500000,15400000,34500000,13100000,Approved,76500000,2.38,0.27,Very High,Excellent,Low Risk,Eligible
690,Lisa Davis,Female,Married,1,Not Graduate,Yes,3900000,11500000,2,464,9300000,5700000,12400000,5100000,Rejected,32500000,2.95,0.35,Medium,Poor,Medium Risk,Not Eligible
691,Joshua Thomas,Male,Single,5,Graduate,No,1700000,4300000,2,517,100000,200000,6200000,1600000,Rejected,8100000,2.53,0.53,Low,Poor,Medium Risk,Not Eligible
692,William O. Rodriguez,Male,Widowed,3,Not Graduate,Yes,900000,2300000,6,747,1200000,200000,2900000,600000,Approved,4900000,2.56,0.47,Low,Good,Low Risk,Eligible
693,Sarah Anderson,Female,Married,1,Not Graduate,No,7200000,24700000,6,596,8800000,1400000,21700000,5800000,Approved,37700000,3.43,0.66,High,Fair,Medium Risk,Eligible
694,Christopher K. Lopez,Male,Married,0,Graduate,No,9200000,25400000,2,783,25400000,2000000,19600000,12400000,Approved,59400000,2.76,0.43,Very High,Excellent,Low Risk,Eligible
695,William Johnson,Male,Single,3,Not Graduate,No,5700000,19400000,2,335,7400000,10600000,20600000,7100000,Approved,45700000,3.4,0.42,High,Poor,Medium Risk,Not Eligible
696,Daniel T. Lopez,Male,Single,5,Not Graduate,Yes,1100000,2700000,4,889,1900000,1000000,2200000,500000,Approved,5600000,2.45,0.48,Low,Excellent,Low Risk,Eligible
697,Matthew Hernandez,Male,Married,2,Not Graduate,Yes,1100000,2200000,4,874,1900000,1300000,2100000,900000,Approved,6200000,2.0,0.35,Low,Excellent,Low Risk,Eligible
698,Sarah P. Gonzalez,Female,Married,0,Graduate,Yes,6000000,23900000,4,394,6700000,5800000,21900000,4500000,Approved,38900000,3.98,0.61,High,Poor,Medium Risk,Not Eligible
699,William B. Jones,Male,Widowed,2,Graduate,Yes,8100000,28500000,20,420,1500000,1400000,31800000,10000000,Rejected,44700000,3.52,0.64,Very High,Poor,Medium Risk,Not Eligible
700,William P. Wilson,Male,Married,2,Not Graduate,Yes,6500000,25100000,20,848,11500000,8600000,17400000,4400000,Approved,41900000,3.86,0.6,High,Excellent,Low Risk,Eligible
701,Barbara Martin,Female,Single,0,Graduate,Yes,7600000,17900000,16,788,1700000,7800000,27100000,5900000,Approved,42500000,2.36,0.42,Very High,Excellent,Low Risk,Eligible
702,David D. Thomas,Male,Divorced,1,Graduate,No,2200000,4900000,8,509,3800000,0,5400000,2900000,Rejected,12100000,2.23,0.4,Low,Poor,Medium Risk,Not Eligible
703,Patricia Williams,Female,Single,4,Graduate,Yes,6300000,23900000,6,899,0,11400000,20600000,6700000,Approved,38700000,3.79,0.62,High,Excellent,Low Risk,Eligible
704,Daniel W. Taylor,Male,Married,4,Not Graduate,Yes,6700000,15800000,12,466,7500000,4600000,19900000,6600000,Rejected,38600000,2.36,0.41,High,Poor,Medium Risk,Not Eligible
705,Jessica Thomas,Female,Married,5,Graduate,Yes,1300000,4300000,2,595,1300000,500000,2900000,1500000,Approved,6200000,3.31,0.69,Low,Fair,Medium Risk,Eligible
706,Elizabeth T. Moore,Female,Single,1,Not Graduate,No,2800000,6700000,12,322,1900000,2000000,8600000,2100000,Rejected,14600000,2.39,0.46,Medium,Poor,Medium Risk,Not Eligible
707,Paul F. Thomas,Male,Single,3,Graduate,No,7000000,18900000,2,691,6300000,7400000,15200000,3900000,Approved,32800000,2.7,0.58,High,Good,Medium Risk,Eligible
708,Lisa Davis,Female,Single,3,Not Graduate,Yes,8800000,26700000,10,379,10100000,15500000,27000000,9700000,Rejected,62300000,3.03,0.43,Very High,Poor,Medium Risk,Not Eligible
709,Andrew Gonzalez,Male,Single,0,Graduate,No,8900000,25800000,18,531,12400000,3400000,22900000,5400000,Rejected,44100000,2.9,0.59,Very High,Poor,Medium Risk,Not Eligible
710,Margaret Jackson,Female,Divorced,5,Not Graduate,No,7000000,21800000,4,631,8100000,7100000,14600000,10000000,Approved,39800000,3.11,0.55,High,Fair,Medium Risk,Eligible
711,Lisa X. Brown,Female,Married,0,Graduate,Yes,6900000,18600000,10,330,19600000,9400000,16400000,4500000,Rejected,49900000,2.7,0.37,High,Poor,Medium Risk,Not Eligible
712,Anthony Wilson,Male,Married,5,Graduate,No,9200000,29200000,16,383,17700000,13300000,30400000,5700000,Rejected,67100000,3.17,0.44,Very High,Poor,Medium Risk,Not Eligible
713,Kenneth Q. Martin,Male,Married,0,Graduate,Yes,6100000,19700000,16,678,13700000,2300000,19300000,5500000,Approved,40800000,3.23,0.48,High,Good,Medium Risk,Eligible
714,Lisa H. Lopez,Female,Married,1,Graduate,Yes,4400000,14700000,8,894,11400000,6300000,9400000,2400000,Approved,29500000,3.34,0.5,Medium,Excellent,Low Risk,Eligible
715,Emily W. Martin,Female,Married,4,Not Graduate,No,9900000,22700000,12,567,28300000,9900000,29700000,5400000,Approved,73300000,2.29,0.31,Very High,Fair,Medium Risk,Eligible
716,Linda H. Brown,Female,Single,5,Not Graduate,No,3900000,14000000,4,708,700000,1800000,15600000,5200000,Approved,23300000,3.59,0.6,Medium,Good,Low Risk,Eligible
717,Karen W. Moore,Female,Single,3,Graduate,No,6800000,21200000,2,433,10700000,1900000,23200000,6300000,Approved,42100000,3.12,0.5,High,Poor,Medium Risk,Not Eligible
718,Steven X. Jones,Male,Married,4,Not Graduate,No,3600000,8700000,14,302,6400000,3700000,7800000,4100000,Rejected,22000000,2.42,0.4,Medium,Poor,Medium Risk,Not Eligible
719,Charles Martin,Male,Single,4,Graduate,No,700000,2600000,14,736,2100000,600000,1900000,400000,Approved,5000000,3.71,0.52,Low,Good,Low Risk,Eligible
720,Susan G. Anderson,Female,Married,2,Not Graduate,Yes,4000000,8500000,6,323,11200000,1000000,14300000,4100000,Rejected,30600000,2.12,0.28,Medium,Poor,Medium Risk,Not Eligible
721,Mark V. Johnson,Male,Married,4,Graduate,No,1800000,4100000,12,670,1900000,2900000,4700000,2200000,Approved,11700000,2.28,0.35,Low,Good,Medium Risk,Eligible
722,Margaret E. Jackson,Female,Widowed,3,Not Graduate,No,5600000,21000000,12,609,8800000,11000000,15800000,4900000,Approved,40500000,3.75,0.52,High,Fair,Medium Risk,Eligible
723,Paul N. Johnson,Male,Married,4,Not Graduate,No,6800000,24200000,18,349,18800000,0,15800000,9400000,Rejected,44000000,3.56,0.55,High,Poor,Medium Risk,Not Eligible
724,Kimberley F. Garcia,Female,Married,5,Not Graduate,Yes,600000,1500000,2,319,100000,1100000,2100000,600000,Rejected,3900000,2.5,0.38,Low,Poor,Medium Risk,Not Eligible
725,William T. Gonzalez,Male,Divorced,1,Not Graduate,No,4200000,16200000,14,391,5800000,2100000,14100000,2600000,Rejected,24600000,3.86,0.66,Medium,Poor,Medium Risk,Not Eligible
726,Sandra Y. Martin,Female,Single,4,Not Graduate,No,5000000,18700000,10,755,3600000,600000,13000000,2600000,Approved,19800000,3.74,0.94,Medium,Excellent,Low Risk,Eligible
727,Lisa Martinez,Female,Single,1,Not Graduate,No,4100000,12200000,6,354,7300000,5600000,16300000,3500000,Rejected,32700000,2.98,0.37,Medium,Poor,Medium Risk,Not Eligible
728,Michelle Taylor,Female,Married,3,Not Graduate,Yes,2200000,8800000,2,877,5000000,1300000,6400000,3100000,Approved,15800000,4.0,0.56,Low,Excellent,Low Risk,Eligible
729,Emily Miller,Female,Married,1,Not Graduate,No,3400000,8600000,16,312,6400000,6100000,8400000,3000000,Rejected,23900000,2.53,0.36,Medium,Poor,Medium Risk,Not Eligible
730,Nancy U. Jones,Female,Widowed,0,Graduate,No,7100000,15900000,14,746,9500000,3900000,23500000,8000000,Approved,44900000,2.24,0.35,High,Good,Low Risk,Eligible
731,Paul K. Moore,Male,Married,3,Graduate,No,5800000,19600000,16,313,11100000,8100000,22700000,6300000,Rejected,48200000,3.38,0.41,High,Poor,Medium Risk,Not Eligible
732,Emily V. Thomas,Female,Married,2,Graduate,No,3400000,12900000,14,857,3400000,2500000,8700000,1900000,Approved,16500000,3.79,0.78,Medium,Excellent,Low Risk,Eligible
733,Sandra A. Smith,Female,Single,2,Not Graduate,No,7700000,18300000,20,504,14600000,500000,18300000,4600000,Rejected,38000000,2.38,0.48,Very High,Poor,Medium Risk,Not Eligible
734,Robert Miller,Male,Married,0,Graduate,No,500000,1200000,14,556,900000,0,1800000,500000,Approved,3200000,2.4,0.38,Low,Fair,Medium Risk,Eligible
735,Sarah W. Jones,Female,Married,2,Graduate,Yes,5300000,11000000,14,393,6800000,2400000,20500000,5200000,Rejected,34900000,2.08,0.32,High,Poor,Medium Risk,Not Eligible
736,Andrew Johnson,Male,Married,0,Graduate,No,4700000,14400000,14,881,11000000,6100000,17600000,2400000,Approved,37100000,3.06,0.39,Medium,Excellent,Low Risk,Eligible
737,Andrew Gonzalez,Male,Married,2,Graduate,Yes,4300000,12200000,14,719,5100000,2600000,14000000,5700000,Approved,27400000,2.84,0.45,Medium,Good,Low Risk,Eligible
738,Patricia Gonzalez,Female,Divorced,2,Graduate,Yes,900000,2500000,16,458,0,100000,3200000,1100000,Rejected,4400000,2.78,0.57,Low,Poor,Medium Risk,Not Eligible
739,Emily Johnson,Female,Single,4,Graduate,No,2000000,7500000,14,857,4300000,1500000,4200000,2100000,Approved,12100000,3.75,0.62,Low,Excellent,Low Risk,Eligible
740,Jessica R. Lopez,Female,Married,2,Graduate,Yes,2000000,7600000,16,429,5300000,3100000,5800000,2200000,Rejected,16400000,3.8,0.46,Low,Poor,Medium Risk,Not Eligible
741,Joseph Martinez,Male,Widowed,3,Not Graduate,No,4100000,15900000,12,538,3900000,800000,8800000,5700000,Rejected,19200000,3.88,0.83,Medium,Poor,Medium Risk,Not Eligible
742,Richard D. Garcia,Male,Single,1,Not Graduate,No,6900000,14400000,10,828,4600000,13000000,26700000,9000000,Approved,53300000,2.09,0.27,High,Excellent,Low Risk,Eligible
743,Sarah Moore,Female,Single,5,Graduate,Yes,2300000,6100000,6,339,5100000,2500000,8300000,2400000,Rejected,18300000,2.65,0.33,Low,Poor,Medium Risk,Not Eligible
744,Mary Hernandez,Female,Divorced,5,Graduate,Yes,5800000,16600000,18,376,2500000,7500000,21100000,2800000,Rejected,33900000,2.86,0.49,High,Poor,Medium Risk,Not Eligible
745,David Y. Hernandez,Male,Divorced,5,Not Graduate,No,8000000,30000000,14,549,14800000,200000,17300000,7000000,Rejected,39300000,3.75,0.76,Very High,Poor,Medium Risk,Not Eligible
746,Ashley C. Jackson,Female,Married,3,Not Graduate,Yes,3700000,12700000,18,587,11000000,3100000,8800000,4100000,Approved,27000000,3.43,0.47,Medium,Fair,Medium Risk,Eligible
747,Kimberley Q. Davis,Female,Single,0,Not Graduate,No,2600000,8400000,18,861,0,3500000,6200000,3800000,Approved,13500000,3.23,0.62,Medium,Excellent,Low Risk,Eligible
748,Mark C. Moore,Male,Single,0,Not Graduate,No,3000000,7000000,12,409,6400000,4900000,8000000,3500000,Rejected,22800000,2.33,0.31,Medium,Poor,Medium Risk,Not Eligible
749,Daniel Hernandez,Male,Single,4,Graduate,No,2700000,10200000,4,528,7800000,2200000,10000000,1600000,Approved,21600000,3.78,0.47,Medium,Poor,Medium Risk,Not Eligible
